Cidade;valortotal;categorias
ITAOBIM-MG;866.91;PAPELARIA|FERRAMENTAS_JARDIM|AUTOMOTIVO|CAMA_MESA_BANHO|BRINQUEDOS|BELEZA_SAUDE|
JUTI-MS;631.79;BRINQUEDOS|CONSOLES_GAMES|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|
ITAJU-SP;927.80;BRINQUEDOS|PERFUMARIA|MOVEIS_DECORACAO|
SAO TOMAS DE AQUINO-MG;309.80;ESPORTE_LAZER|UTILIDADES_DOMESTICA|BRINQUEDOS|
ARIRANHA-SP;247.09;ESPORTE_LAZER|RELOGIOS_PRESENTES|
SAO GABRIEL DA PALHA-ES;1384.30;BEBIDAS|BELEZA_SAUDE|CAMA_MESA_BANHO|ESPORTE_LAZER|ELETRONICOS|INFORMATICA_ACESSORI|TELEFONIA|
ALCOBACA-BA;879.88;INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|TELEFONIA|
BERNARDINO DE CAMPOS-SP;256.09;INFORMATICA_ACESSORI|AUTOMOTIVO|MOVEIS_DECORACAO|
PALMA-MG;415.89;INFORMATICA_ACESSORI|MOVEIS_DECORACAO|BELEZA_SAUDE|ESPORTE_LAZER|
CRISTALANDIA-TO;948.69;INFORMATICA_ACESSORI|COOL_STUFF|AUTOMOTIVO|
UBIRATA-PR;442.28;INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|ESPORTE_LAZER|COOL_STUFF|CAMA_MESA_BANHO|
PRADOS-MG;204.79;INFORMATICA_ACESSORI|MOVEIS_DECORACAO|BRINQUEDOS|
SAO MARCOS-RS;749.19;INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|BELEZA_SAUDE|BEBIDAS|ESPORTE_LAZER|
PASSOS MAIA-SC;208.90;INFORMATICA_ACESSORI|BELEZA_SAUDE|
BOM SUCESSO-MG;856.69;CONSOLES_GAMES|COOL_STUFF|BEBIDAS|ESPORTE_LAZER|
COLONIA CASTROLANDA-PR;824.03;ESPORTE_LAZER|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|AUTOMOTIVO|
CONCEICAO DAS ALAGOAS-MG;1542.40;ESPORTE_LAZER|BELEZA_SAUDE|UTILIDADES_DOMESTICA|
ENTRE RIOS DE MINAS-MG;359.89;INFORMATICA_ACESSORI|CAMA_MESA_BANHO|
SAO BERNARDO-MA;706.79;INFORMATICA_ACESSORI|BELEZA_SAUDE|ELETRODOMESTICOS|
SAO JOSE DO OURO-RS;411.38;INFORMATICA_ACESSORI|BRINQUEDOS|PET_SHOP|TELEFONIA|
BARROS CASSAL-RS;729.00;INFORMATICA_ACESSORI|ESPORTE_LAZER|FASHION_BOLSAS_E_ACE|
GLORINHA-RS;249.80;INFORMATICA_ACESSORI|AUTOMOTIVO|
IRINEOPOLIS-SC;212.82;ELETRONICOS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|BRINQUEDOS|
PALMITOS-SC;667.90;INFORMATICA_ACESSORI|PAPELARIA|BEBIDAS|MOVEIS_DECORACAO|TELEFONIA|
CHUI-RS;818.70;INFORMATICA_ACESSORI|PET_SHOP|ESPORTE_LAZER|FERRAMENTAS_JARDIM|
CASTELANDIA-GO;431.99;INFORMATICA_ACESSORI|AUTOMOTIVO|TELEFONIA|FERRAMENTAS_JARDIM|
SANTA CRUZ-PE;263.90;COOL_STUFF|MALAS_ACESSORIOS|
ABADIA DOS DOURADOS-MG;319.00;COOL_STUFF|ESPORTE_LAZER|
ALTO GARCAS-MT;258.80;COOL_STUFF|AUTOMOTIVO|
PEDRO CANARIO-ES;363.79;COOL_STUFF|BRINQUEDOS|ESPORTE_LAZER|ELETRONICOS|UTILIDADES_DOMESTICA|
ORLEANS-SC;1214.84;COOL_STUFF|BRINQUEDOS|MOVEIS_DECORACAO|
FRANCISCO SA-MG;532.80;COOL_STUFF|MOVEIS_DECORACAO|BRINQUEDOS|
MONTE AZUL-MG;619.90;COOL_STUFF|BELEZA_SAUDE|ESPORTE_LAZER|BEBIDAS|
AMETISTA DO SUL-RS;242.80;COOL_STUFF|CAMA_MESA_BANHO|
URUPA-RO;253.57;COOL_STUFF|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|
PIRACURUCA-PI;235.90;COOL_STUFF|PAPELARIA|
COLNIZA-MT;418.98;COOL_STUFF|MOVEIS_ESCRITORIO|
GUIMARANIA-MG;523.90;COOL_STUFF|INFORMATICA_ACESSORI|PAPELARIA|ESPORTE_LAZER|
ITAMBACURI-MG;510.87;COOL_STUFF|BELEZA_SAUDE|AUTOMOTIVO|
SANTA RITA DO ARAGUAIA-GO;800.25;COOL_STUFF|MALAS_ACESSORIOS|RELOGIOS_PRESENTES|ELETRODOMESTICOS|INFORMATICA_ACESSORI|PERFUMARIA|
BARRA DE SANTO ANTONIO-AL;567.00;TELEFONIA|BELEZA_SAUDE|
TRIUNFO-PE;219.00;TELEFONIA|RELOGIOS_PRESENTES|
ESTREITO-MA;305.89;PERFUMARIA|AUTOMOTIVO|MOVEIS_DECORACAO|
SAO SEBASTIAO DO PASSE-BA;399.89;PERFUMARIA|BEBIDAS|BELEZA_SAUDE|TELEFONIA|RELOGIOS_PRESENTES|
FLORESTOPOLIS-PR;492.70;PERFUMARIA|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|
CAIAPONIA-GO;352.78;PERFUMARIA|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|
PARANACITY-PR;148.25;PERFUMARIA|ELETRODOMESTICOS|
SANTA RITA-PB;1401.75;BELEZA_SAUDE|PET_SHOP|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|
CASCA-RS;998.27;BELEZA_SAUDE|BEBIDAS|MOVEIS_DECORACAO|ESPORTE_LAZER|
SANTO ANTONIO DO AMPARO-MG;376.72;BELEZA_SAUDE|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|
SANTA HELENA-PR;462.35;MOVEIS_DECORACAO|CAMA_MESA_BANHO|PET_SHOP|INFORMATICA_ACESSORI|BEBIDAS|
SAO THOME DAS LETRAS-MG;52.80;MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|
SAO MIGUEL DO ANTA-MG;173.59;MOVEIS_DECORACAO|RELOGIOS_PRESENTES|
TANQUE NOVO-BA;329.59;MOVEIS_DECORACAO|BELEZA_SAUDE|BEBIDAS|
QUELUZ-SP;213.74;MOVEIS_DECORACAO|PAPELARIA|
CORONEL MARTINS-SC;121.30;MOVEIS_DECORACAO|PERFUMARIA|
CHAPADA GAUCHA-MG;391.69;MOVEIS_DECORACAO|INFORMATICA_ACESSORI|BEBIDAS|MALAS_ACESSORIOS|
ARAMARI-BA;167.40;BEBIDAS|CAMA_MESA_BANHO|
SANTANA DO CARIRI-CE;839.80;BEBIDAS|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|
SANTA CECILIA-SC;505.79;UTILIDADES_DOMESTICA|BELEZA_SAUDE|BEBIDAS|PET_SHOP|
BALNEARIO RINCAO-SC;393.00;UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|BRINQUEDOS|
QUINTA DO SOL-PR;118.99;UTILIDADES_DOMESTICA|ELETRODOMESTICOS|AUTOMOTIVO|
BARRAS-PI;210.88;UTILIDADES_DOMESTICA|BRINQUEDOS|TELEFONIA|
SIMAO DIAS-SE;759.48;RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|BELEZA_SAUDE|BEBIDAS|
ALTO DO RODRIGUES-RN;2627.46;UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|BELEZA_SAUDE|CAMA_MESA_BANHO|PAPELARIA|
ARACITABA-MG;119.80;MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|
RIO DO PIRES-BA;552.80;MOVEIS_DECORACAO|COOL_STUFF|INFORMATICA_ACESSORI|
CARAMBEI-PR;390.80;MOVEIS_DECORACAO|ESPORTE_LAZER|INFORMATICA_ACESSORI|
AMAPORA-PR;129.90;MOVEIS_DECORACAO|AUTOMOTIVO|
SIDEROPOLIS-SC;231.70;MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|
NAVIRAI-MS;1888.89;MOVEIS_DECORACAO|INFORMATICA_ACESSORI|AUTOMOTIVO|ESPORTE_LAZER|BELEZA_SAUDE|PAPELARIA|
BARRA DOS COQUEIROS-SE;409.83;MOVEIS_DECORACAO|RELOGIOS_PRESENTES|
SENGES-PR;487.39;CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|MALAS_ACESSORIOS|ESPORTE_LAZER|INFORMATICA_ACESSORI|
CAFEARA-PR;233.00;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|
ORINDIUVA-SP;541.78;CAMA_MESA_BANHO|PERFUMARIA|INFORMATICA_ACESSORI|BEBIDAS|AUTOMOTIVO|
BILAC-SP;554.77;CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|INFORMATICA_ACESSORI|
CRISTAL-RS;533.00;CAMA_MESA_BANHO|BELEZA_SAUDE|MOVEIS_ESCRITORIO|
COLOMBIA-SP;243.88;CAMA_MESA_BANHO|ESPORTE_LAZER|COOL_STUFF|
TEJUPA-SP;328.99;CAMA_MESA_BANHO|BRINQUEDOS|
SALTO DA DIVISA-MG;116.98;CAMA_MESA_BANHO|TELEFONIA|
VARZEA ALEGRE-CE;140.29;UTILIDADES_DOMESTICA|ELETRODOMESTICOS|
PETROLANDIA-PE;1520.49;UTILIDADES_DOMESTICA|PAPELARIA|COOL_STUFF|AUTOMOTIVO|ESPORTE_LAZER|BELEZA_SAUDE|BRINQUEDOS|
CARAJAS-PA;483.22;CONSOLES_GAMES|BELEZA_SAUDE|BEBIDAS|ESPORTE_LAZER|
SIMOLANDIA-GO;138.99;CONSOLES_GAMES|ESPORTE_LAZER|
SAO CRISTOVAO-SE;618.69;CONSOLES_GAMES|INFORMATICA_ACESSORI|ESPORTE_LAZER|CAMA_MESA_BANHO|COOL_STUFF|RELOGIOS_PRESENTES|
GAMELEIRAS-MG;283.99;CONSOLES_GAMES|ELETRODOMESTICOS|
MERCES-MG;219.76;BRINQUEDOS|PAPELARIA|ELETRONICOS|BELEZA_SAUDE|
ARROZAL-RJ;774.99;COOL_STUFF|ELETRONICOS|
PEDREIRAS-MA;1002.69;BRINQUEDOS|CAMA_MESA_BANHO|
NOVA AURORA-PR;575.89;BRINQUEDOS|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|
BAYEUX-PB;584.61;BRINQUEDOS|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|CONSOLES_GAMES|ESPORTE_LAZER|
COELHO NETO-MA;314.90;BEBIDAS|BELEZA_SAUDE|
PARAISO DO NORTE-PR;187.82;UTILIDADES_DOMESTICA|ESPORTE_LAZER|
IPIABAS-RJ;568.87;UTILIDADES_DOMESTICA|MOVEIS_ESCRITORIO|BELEZA_SAUDE|FERRAMENTAS_JARDIM|
BARCARENA-PA;826.60;UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|BELEZA_SAUDE|AUTOMOTIVO|ESPORTE_LAZER|
JARDIM ALEGRE-PR;118.38;UTILIDADES_DOMESTICA|AUTOMOTIVO|
SAO MARTINHO-SC;451.00;BEBIDAS|INFORMATICA_ACESSORI|
SAO JOAO DO SUL-SC;861.00;BEBIDAS|TELEFONIA|
ARACE-ES;413.40;BEBIDAS|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|
ITIUBA-BA;272.89;BEBIDAS|BELEZA_SAUDE|UTILIDADES_DOMESTICA|
ROMARIA-MG;264.90;COOL_STUFF|FERRAMENTAS_JARDIM|
VALENTIM GENTIL-SP;55.98;BEBIDAS|TELEFONIA|
PIUMHI-MG;195.73;ELETRODOMESTICOS|BELEZA_SAUDE|CAMA_MESA_BANHO|
ITINGA-MG;363.50;ESPORTE_LAZER|BELEZA_SAUDE|PERFUMARIA|
RIO DAS FLORES-RJ;558.68;ESPORTE_LAZER|FERRAMENTAS_JARDIM|PET_SHOP|INFORMATICA_ACESSORI|ELETRONICOS|
MATUTINA-MG;134.89;MALAS_ACESSORIOS|ESPORTE_LAZER|
CASSIA-MG;278.29;MALAS_ACESSORIOS|MOVEIS_DECORACAO|TELEFONIA|PERFUMARIA|CAMA_MESA_BANHO|
SUCESSO-CE;352.90;MALAS_ACESSORIOS|ESPORTE_LAZER|BRINQUEDOS|
RENASCENCA-PR;279.60;MALAS_ACESSORIOS|INFORMATICA_ACESSORI|PET_SHOP|ESPORTE_LAZER|
RIO DE CONTAS-BA;226.70;ESPORTE_LAZER|BELEZA_SAUDE|TELEFONIA|
APARECIDA DO TABOADO-MS;1960.70;PAPELARIA|BRINQUEDOS|RELOGIOS_PRESENTES|BELEZA_SAUDE|AUTOMOTIVO|
VARZELANDIA-MG;98.89;MALAS_ACESSORIOS|ESPORTE_LAZER|
GOIABEIRA-MG;259.98;MALAS_ACESSORIOS|FERRAMENTAS_JARDIM|
SANTA MARGARIDA-MG;362.90;MALAS_ACESSORIOS|AUTOMOTIVO|
IBIACA-RS;278.89;MALAS_ACESSORIOS|BELEZA_SAUDE|
NOVO SAO JOAQUIM-MT;229.80;PAPELARIA|BEBIDAS|
CAPAO DA PORTEIRA-RS;157.00;MALAS_ACESSORIOS|BELEZA_SAUDE|
ACARAU-CE;1241.97;MALAS_ACESSORIOS|BELEZA_SAUDE|ESPORTE_LAZER|TELEFONIA|
SAO GONCALO DO RIO ABAIXO-MG;802.20;MALAS_ACESSORIOS|PAPELARIA|CAMA_MESA_BANHO|AUTOMOTIVO|
SANTANA DO ARAGUAIA-PA;392.80;MALAS_ACESSORIOS|FASHION_BOLSAS_E_ACE|
RUSSAS-CE;2274.07;MALAS_ACESSORIOS|PAPELARIA|RELOGIOS_PRESENTES|BELEZA_SAUDE|PERFUMARIA|BRINQUEDOS|FERRAMENTAS_JARDIM|
MANDURI-SP;125.62;MALAS_ACESSORIOS|ESPORTE_LAZER|
REMANSO-BA;325.79;MALAS_ACESSORIOS|ESPORTE_LAZER|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|
VARJAO DE MINAS-MG;105.80;PAPELARIA|PERFUMARIA|
NOVA EUROPA-SP;561.50;UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|
PALMA SOLA-SC;938.80;AUTOMOTIVO|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|
NOVA FATIMA-PR;254.89;UTILIDADES_DOMESTICA|BRINQUEDOS|CAMA_MESA_BANHO|
MUNHOZ-MG;338.70;INFORMATICA_ACESSORI|PERFUMARIA|PAPELARIA|
SAO JOSE DA BARRA-MG;947.24;INFORMATICA_ACESSORI|PERFUMARIA|ELETRONICOS|MOVEIS_DECORACAO|
IPU-CE;379.88;INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
RONDON DO PARA-PA;2780.13;INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|CONSOLES_GAMES|MOVEIS_DECORACAO|AUTOMOTIVO|UTILIDADES_DOMESTICA|BRINQUEDOS|
SAO PEDRO DO IVAI-PR;424.74;INFORMATICA_ACESSORI|ESPORTE_LAZER|AUTOMOTIVO|
SANTO ANTONIO DO ITAMBE-MG;225.06;INFORMATICA_ACESSORI|AUTOMOTIVO|TELEFONIA|
TRAVESSAO-RJ;327.19;INFORMATICA_ACESSORI|ESPORTE_LAZER|BELEZA_SAUDE|
GONCALVES-MG;287.00;INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|
URUANA-GO;1142.29;INFORMATICA_ACESSORI|BEBIDAS|
BARRA DO BUGRES-MT;679.00;INFORMATICA_ACESSORI|CAMA_MESA_BANHO|
TACIBA-SP;348.98;FERRAMENTAS_JARDIM|MALAS_ACESSORIOS|
SANTA FE DE GOIAS-GO;1538.89;FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|
MISSAL-PR;2471.86;FERRAMENTAS_JARDIM|ESPORTE_LAZER|INFORMATICA_ACESSORI|MOVEIS_ESCRITORIO|BEBIDAS|
QUATRO BOCAS-PA;477.99;FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|MALAS_ACESSORIOS|
PIQUETE-SP;672.49;FERRAMENTAS_JARDIM|TELEFONIA|ESPORTE_LAZER|AUTOMOTIVO|BELEZA_SAUDE|MOVEIS_DECORACAO|BEBIDAS|
SILVA JARDIM-RJ;567.59;FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|PERFUMARIA|MOVEIS_DECORACAO|
CARBONITA-MG;755.87;FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|PET_SHOP|
JUSSARI-BA;139.99;FERRAMENTAS_JARDIM|CONSOLES_GAMES|
PRIMEIRO DE MAIO-PR;869.78;FERRAMENTAS_JARDIM|CAMA_MESA_BANHO|ESPORTE_LAZER|
RIO MANSO-MG;815.56;FERRAMENTAS_JARDIM|TELEFONIA|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|BEBIDAS|
ESPIGAO ALTO DO IGUACU-PR;158.90;AUTOMOTIVO|INFORMATICA_ACESSORI|
RIO NOVO-MG;536.79;BELEZA_SAUDE|AUTOMOTIVO|
PIACABUCU-AL;228.90;BELEZA_SAUDE|PAPELARIA|
SANTO ESTEVAO-BA;979.81;BELEZA_SAUDE|ESPORTE_LAZER|FERRAMENTAS_JARDIM|AUTOMOTIVO|
SAO LUIS DO QUITUNDE-AL;239.30;BELEZA_SAUDE|MOVEIS_DECORACAO|
CAPUTIRA-MG;454.28;COOL_STUFF|UTILIDADES_DOMESTICA|
FLOREAL-SP;192.89;MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|
INHAUMA-MG;124.98;BRINQUEDOS|TELEFONIA|
TERRA DE AREIA-RS;1137.29;COOL_STUFF|CAMA_MESA_BANHO|ELETRODOMESTICOS|PAPELARIA|AUTOMOTIVO|
CONCEICAO DO TOCANTINS-TO;367.97;BRINQUEDOS|COOL_STUFF|INFORMATICA_ACESSORI|
MORADA NOVA DE MINAS-MG;658.89;ESPORTE_LAZER|INFORMATICA_ACESSORI|BELEZA_SAUDE|
CALIFORNIA DA BARRA-RJ;374.37;BRINQUEDOS|ESPORTE_LAZER|TELEFONIA|FASHION_BOLSAS_E_ACE|
TAILANDIA-PA;1990.19;COOL_STUFF|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|
CAMAPUA-MS;531.39;INFORMATICA_ACESSORI|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ESPORTE_LAZER|PAPELARIA|
SERRITA-PE;428.90;RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|
RECHAN-SP;288.80;RELOGIOS_PRESENTES|AUTOMOTIVO|
SANTO AMARO-BA;743.99;RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PAPELARIA|
PEDRA PRETA-MT;539.89;RELOGIOS_PRESENTES|BELEZA_SAUDE|CAMA_MESA_BANHO|ELETRONICOS|
PALMEIRA-SC;626.90;RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|
BARREIROS-PE;652.16;RELOGIOS_PRESENTES|BELEZA_SAUDE|BEBIDAS|PET_SHOP|
IATI-PE;463.99;RELOGIOS_PRESENTES|COOL_STUFF|
SAO MATEUS DO MARANHAO-MA;710.20;RELOGIOS_PRESENTES|PAPELARIA|AUTOMOTIVO|
VARRE-SAI-RJ;918.90;RELOGIOS_PRESENTES|COOL_STUFF|UTILIDADES_DOMESTICA|
ITAJA-GO;710.00;RELOGIOS_PRESENTES|COOL_STUFF|
BELA CRUZ-CE;899.90;RELOGIOS_PRESENTES|TELEFONIA|ESPORTE_LAZER|CONSOLES_GAMES|
PEDRINHAS PAULISTA-SP;320.88;RELOGIOS_PRESENTES|MOVEIS_DECORACAO|TELEFONIA|
MOTUCA-SP;158.90;RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|
IBIRACI-MG;388.80;RELOGIOS_PRESENTES|PERFUMARIA|
TIMBURI-SP;343.30;RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|BEBIDAS|
ALTO RIO NOVO-ES;266.50;RELOGIOS_PRESENTES|PAPELARIA|
MORRINHOS-CE;917.80;RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|BELEZA_SAUDE|COOL_STUFF|
ESTIVA GERBI-SP;424.59;RELOGIOS_PRESENTES|BELEZA_SAUDE|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|
VIRGOLANDIA-MG;380.00;COOL_STUFF|BELEZA_SAUDE|
ERVALIA-MG;1076.83;RELOGIOS_PRESENTES|ELETRODOMESTICOS|AUTOMOTIVO|ESPORTE_LAZER|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|
PENEDO-AL;1089.87;BELEZA_SAUDE|MOVEIS_DECORACAO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|
RIO LARGO-AL;562.71;BELEZA_SAUDE|PAPELARIA|RELOGIOS_PRESENTES|COOL_STUFF|ESPORTE_LAZER|
CARMOPOLIS-SE;87.31;BELEZA_SAUDE|INFORMATICA_ACESSORI|
CUMARU-PE;330.99;BELEZA_SAUDE|MOVEIS_DECORACAO|
ITAPECURU MIRIM-MA;552.97;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|
CAMPOS ALTOS-MG;273.69;BELEZA_SAUDE|BRINQUEDOS|AUTOMOTIVO|INFORMATICA_ACESSORI|
TUPARENDI-RS;183.49;BELEZA_SAUDE|CAMA_MESA_BANHO|
PARANA-TO;108.88;BELEZA_SAUDE|INFORMATICA_ACESSORI|
VAZANTE-MG;1549.63;BELEZA_SAUDE|INFORMATICA_ACESSORI|PAPELARIA|ESPORTE_LAZER|AUTOMOTIVO|
ELISEU MARTINS-PI;133.98;BELEZA_SAUDE|INFORMATICA_ACESSORI|
ALVARENGA-MG;211.00;ESPORTE_LAZER|INFORMATICA_ACESSORI|
AMELIA RODRIGUES-BA;372.39;BELEZA_SAUDE|RELOGIOS_PRESENTES|TELEFONIA|
CANAA DOS CARAJAS-PA;1565.93;TELEFONIA|ELETRODOMESTICOS|MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|RELOGIOS_PRESENTES|ESPORTE_LAZER|AUTOMOTIVO|
SOUSA-PB;1042.59;TELEFONIA|FASHION_BOLSAS_E_ACE|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|BELEZA_SAUDE|ELETRONICOS|PET_SHOP|
BELA VISTA-MS;466.38;TELEFONIA|BELEZA_SAUDE|BRINQUEDOS|
MONTE ALEGRE DE MINAS-MG;213.68;TELEFONIA|BRINQUEDOS|CAMA_MESA_BANHO|PAPELARIA|
ANITAPOLIS-SC;608.99;TELEFONIA|RELOGIOS_PRESENTES|
GUAJARA-MIRIM-RO;49.89;TELEFONIA|FASHION_BOLSAS_E_ACE|
GUARACIABA DO NORTE-CE;326.38;TELEFONIA|BEBIDAS|UTILIDADES_DOMESTICA|
LAVRAS DA MANGABEIRA-CE;827.88;TELEFONIA|AUTOMOTIVO|
PACAJA-PA;1451.06;TELEFONIA|RELOGIOS_PRESENTES|BEBIDAS|BRINQUEDOS|
JANIOPOLIS-PR;66.97;TELEFONIA|ELETRODOMESTICOS|
MACHACALIS-MG;138.89;TELEFONIA|UTILIDADES_DOMESTICA|
MATRINCHA-GO;163.29;TELEFONIA|AUTOMOTIVO|
LAGOA DA CONFUSAO-TO;699.99;TELEFONIA|PAPELARIA|BRINQUEDOS|ELETRONICOS|MOVEIS_DECORACAO|
GUARUJA DO SUL-SC;331.44;TELEFONIA|BELEZA_SAUDE|CAMA_MESA_BANHO|COOL_STUFF|
PLACAS-PA;220.29;TELEFONIA|ESPORTE_LAZER|
SANTA MARIA DE JETIBA-ES;1802.97;TELEFONIA|RELOGIOS_PRESENTES|BELEZA_SAUDE|BRINQUEDOS|PERFUMARIA|ESPORTE_LAZER|CAMA_MESA_BANHO|
BARRACAO-RS;98.49;TELEFONIA|BELEZA_SAUDE|
SITIO DO QUINTO-BA;97.89;TELEFONIA|UTILIDADES_DOMESTICA|
JEQUIA DA PRAIA-AL;251.91;RELOGIOS_PRESENTES|ESPORTE_LAZER|
RODELAS-BA;404.90;RELOGIOS_PRESENTES|MALAS_ACESSORIOS|AUTOMOTIVO|
CAMACAN-BA;1134.67;RELOGIOS_PRESENTES|PERFUMARIA|CONSOLES_GAMES|INFORMATICA_ACESSORI|TELEFONIA|AUTOMOTIVO|
OLINDINA-BA;189.89;RELOGIOS_PRESENTES|BRINQUEDOS|
CERES-GO;1655.47;RELOGIOS_PRESENTES|ESPORTE_LAZER|PERFUMARIA|BELEZA_SAUDE|PET_SHOP|INFORMATICA_ACESSORI|
SAO LUIS DO PARAITINGA-SP;863.00;RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|
JAGUARUANA-CE;1155.15;RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|BELEZA_SAUDE|
BRAZOPOLIS-MG;343.38;RELOGIOS_PRESENTES|BELEZA_SAUDE|BRINQUEDOS|
BEBERIBE-CE;1736.70;RELOGIOS_PRESENTES|BELEZA_SAUDE|
PIRATUBA-SC;941.48;RELOGIOS_PRESENTES|ESPORTE_LAZER|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|ELETRODOMESTICOS|
IVAI-PR;610.77;RELOGIOS_PRESENTES|TELEFONIA|
CAMPESTRE DA SERRA-RS;1348.99;RELOGIOS_PRESENTES|ESPORTE_LAZER|
PALMEIRAS DE GOIAS-GO;224.90;RELOGIOS_PRESENTES|AUTOMOTIVO|
CACHOEIRA DOURADA-GO;148.90;RELOGIOS_PRESENTES|COOL_STUFF|
GUIDOVAL-MG;364.90;RELOGIOS_PRESENTES|PAPELARIA|
VEREDA-BA;309.40;ELETRONICOS|BRINQUEDOS|
SAO BENTO-MA;569.00;RELOGIOS_PRESENTES|CAMA_MESA_BANHO|
ARATUBA-CE;343.90;RELOGIOS_PRESENTES|FERRAMENTAS_JARDIM|
SAO VALENTIM-RS;557.89;RELOGIOS_PRESENTES|PERFUMARIA|INFORMATICA_ACESSORI|
SAO JOSE DE UBA-RJ;478.89;RELOGIOS_PRESENTES|CAMA_MESA_BANHO|MALAS_ACESSORIOS|
FLORESTA-PR;600.89;RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|BELEZA_SAUDE|MOVEIS_DECORACAO|
ABAIARA-CE;262.90;BRINQUEDOS|AUTOMOTIVO|
TAPIRAI-SP;108.65;MOVEIS_DECORACAO|BRINQUEDOS|
PEDREGULHO-SP;1039.40;INFORMATICA_ACESSORI|ESPORTE_LAZER|
CIDREIRA-RS;571.22;INFORMATICA_ACESSORI|BELEZA_SAUDE|MOVEIS_ESCRITORIO|
ALVARO DE CARVALHO-SP;358.00;MOVEIS_DECORACAO|AUTOMOTIVO|
CRUZEIRO DO SUL-AC;887.89;UTILIDADES_DOMESTICA|TELEFONIA|
XAVANTINA-SC;176.02;INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|
SAO JOSE DA VITORIA-BA;175.65;BELEZA_SAUDE|BEBIDAS|
RIO DAS ANTAS-SC;176.80;BELEZA_SAUDE|INFORMATICA_ACESSORI|
NAZARENO-MG;161.80;AUTOMOTIVO|INFORMATICA_ACESSORI|
PARAI-RS;233.40;UTILIDADES_DOMESTICA|BRINQUEDOS|FERRAMENTAS_JARDIM|
